URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,HasObfuscation,NoOfSlashInURL,ContainsSuspiciousKeyword,Entropy,CharContinuationRate
79.0,34.0,0.0,3.0,1.0,69.0,0.8734,0.0,0.0,0.0,0.0,0.0,4.0,0.0506,0.0,0.0,4.0,0.0,4.3266,0.2405
83.0,14.0,0.0,3.0,1.0,61.0,0.7349,7.0,0.0843,2.0,1.0,1.0,5.0,0.0602,1.0,0.0,4.0,0.0,4.9594,0.1325
74.0,36.0,0.0,3.0,1.0,48.0,0.6486,13.0,0.1757,1.0,1.0,0.0,3.0,0.0405,1.0,0.0,5.0,1.0,4.6045,0.1757
26.0,18.0,0.0,3.0,1.0,21.0,0.8077,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,2.0,0.0,4.027,0.3846
47.0,36.0,0.0,3.0,1.0,40.0,0.8511,0.0,0.0,0.0,0.0,0.0,1.0,0.0213,0.0,0.0,4.0,0.0,3.8795,0.4468
65.0,17.0,0.0,3.0,0.0,53.0,0.8154,1.0,0.0154,0.0,0.0,0.0,2.0,0.0308,0.0,0.0,6.0,0.0,4.3505,0.2
23.0,16.0,0.0,3.0,1.0,18.0,0.7826,0.0,0.0,0.0,0.0,0.0,1.0,0.0435,0.0,0.0,2.0,0.0,3.8492,0.3478
77.0,15.0,0.0,3.0,1.0,54.0,0.7013,8.0,0.1039,0.0,0.0,0.0,5.0,0.0649,0.0,0.0,8.0,0.0,4.4755,0.1169
65.0,8.0,0.0,2.0,0.0,50.0,0.7692,0.0,0.0,1.0,1.0,0.0,3.0,0.0462,1.0,0.0,7.0,0.0,4.2234,0.1692
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,3.8489,0.4839
26.0,19.0,0.0,3.0,1.0,21.0,0.8077,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,0.0,0.0,2.0,0.0,3.9022,0.4231
41.0,21.0,0.0,3.0,1.0,31.0,0.7561,2.0,0.0488,0.0,0.0,0.0,2.0,0.0488,0.0,0.0,4.0,0.0,4.4123,0.2927
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,4.1715,0.4839
28.0,21.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,0.0,0.0,2.0,0.0,3.7943,0.4643
40.0,32.0,0.0,2.0,2.0,34.0,0.85,0.0,0.0,0.0,0.0,0.0,1.0,0.025,1.0,0.0,2.0,0.0,4.0964,0.525
19.0,12.0,0.0,3.0,1.0,12.0,0.6316,2.0,0.1053,0.0,0.0,0.0,1.0,0.0526,0.0,0.0,2.0,0.0,3.4316,0.2105
92.0,35.0,0.0,3.0,1.0,56.0,0.6087,24.0,0.2609,0.0,0.0,0.0,5.0,0.0543,0.0,0.0,4.0,0.0,4.9347,0.1196
18.0,10.0,0.0,3.0,0.0,13.0,0.7222,0.0,0.0,0.0,0.0,0.0,1.0,0.0556,0.0,0.0,3.0,0.0,3.6835,0.3333
62.0,23.0,0.0,3.0,1.0,50.0,0.8065,0.0,0.0,0.0,0.0,0.0,5.0,0.0806,1.0,0.0,4.0,0.0,4.192,0.129
30.0,22.0,0.0,4.0,0.0,25.0,0.8333,0.0,0.0,0.0,0.0,0.0,2.0,0.0667,1.0,0.0,2.0,0.0,4.0062,0.4
58.0,23.0,0.0,3.0,1.0,48.0,0.8276,0.0,0.0,0.0,0.0,0.0,4.0,0.069,0.0,0.0,4.0,0.0,4.1139,0.2586
46.0,37.0,0.0,2.0,2.0,36.0,0.7826,3.0,0.0652,0.0,0.0,0.0,1.0,0.0217,1.0,0.0,3.0,0.0,4.1186,0.3913
28.0,20.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,3.9947,0.4286
113.0,79.0,0.0,2.0,2.0,87.0,0.7699,15.0,0.1327,0.0,0.0,0.0,2.0,0.0177,1.0,0.0,4.0,0.0,4.805,0.1062
33.0,25.0,0.0,3.0,1.0,28.0,0.8485,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,1.0,0.0,2.0,0.0,3.8243,0.5152
47.0,16.0,0.0,3.0,1.0,39.0,0.8298,0.0,0.0,0.0,0.0,0.0,1.0,0.0213,1.0,0.0,5.0,0.0,4.0441,0.2128
30.0,22.0,0.0,3.0,1.0,25.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,1.0,0.0,2.0,0.0,3.8696,0.4667
20.0,12.0,0.0,3.0,1.0,15.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,2.0,0.0,3.5464,0.25
77.0,20.0,0.0,3.0,1.0,52.0,0.6753,10.0,0.1299,0.0,0.0,0.0,5.0,0.0649,0.0,1.0,6.0,0.0,4.8232,0.1039
68.0,20.0,0.0,3.0,1.0,56.0,0.8235,0.0,0.0,0.0,0.0,0.0,5.0,0.0735,0.0,0.0,4.0,0.0,4.5786,0.1765
214.0,13.0,0.0,3.0,0.0,148.0,0.6916,29.0,0.1355,4.0,1.0,3.0,20.0,0.0935,0.0,0.0,7.0,0.0,5.0318,0.0607
20.0,13.0,0.0,3.0,1.0,15.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,2.0,0.0,3.6842,0.25
73.0,14.0,0.0,3.0,1.0,60.0,0.8219,0.0,0.0,0.0,0.0,0.0,6.0,0.0822,0.0,0.0,5.0,0.0,4.1898,0.1233
100.0,19.0,0.0,3.0,1.0,81.0,0.81,0.0,0.0,0.0,0.0,0.0,9.0,0.09,1.0,0.0,8.0,0.0,4.2766,0.11
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,4.0323,0.4074
29.0,21.0,0.0,3.0,1.0,24.0,0.8276,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,2.0,0.0,4.1592,0.4483
89.0,16.0,0.0,3.0,0.0,75.0,0.8427,0.0,0.0,1.0,1.0,0.0,2.0,0.0225,0.0,0.0,6.0,0.0,4.3089,0.1348
21.0,13.0,0.0,2.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,1.0,0.0,2.0,0.0,3.2728,0.2857
36.0,13.0,0.0,2.0,1.0,28.0,0.7778,0.0,0.0,0.0,0.0,0.0,1.0,0.0278,0.0,0.0,4.0,1.0,3.9194,0.1944
24.0,16.0,0.0,2.0,1.0,19.0,0.7917,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,1.0,0.0,2.0,0.0,3.7721,0.375
122.0,16.0,0.0,3.0,0.0,81.0,0.6639,24.0,0.1967,1.0,0.0,0.0,5.0,0.041,0.0,1.0,10.0,1.0,4.8424,0.0984
215.0,22.0,0.0,3.0,0.0,114.0,0.5302,84.0,0.3907,3.0,1.0,2.0,4.0,0.0186,0.0,0.0,5.0,1.0,4.7949,0.0837
42.0,29.0,0.0,2.0,2.0,29.0,0.6905,5.0,0.119,0.0,1.0,0.0,1.0,0.0238,1.0,0.0,3.0,0.0,4.2845,0.2619
53.0,28.0,0.0,2.0,2.0,44.0,0.8302,0.0,0.0,0.0,0.0,0.0,1.0,0.0189,0.0,0.0,4.0,0.0,4.0346,0.3208
24.0,16.0,0.0,3.0,1.0,19.0,0.7917,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,1.0,0.0,2.0,0.0,3.7721,0.3333
42.0,17.0,0.0,3.0,0.0,29.0,0.6905,6.0,0.1429,0.0,0.0,0.0,1.0,0.0238,1.0,0.0,5.0,0.0,4.1213,0.3095
114.0,14.0,0.0,2.0,1.0,93.0,0.8158,0.0,0.0,4.0,1.0,2.0,7.0,0.0614,0.0,0.0,4.0,1.0,4.6678,0.114
84.0,12.0,0.0,3.0,1.0,54.0,0.6429,16.0,0.1905,0.0,0.0,0.0,4.0,0.0476,1.0,0.0,7.0,0.0,4.5661,0.1429
33.0,24.0,0.0,3.0,1.0,25.0,0.7576,1.0,0.0303,0.0,0.0,0.0,2.0,0.0606,1.0,0.0,3.0,0.0,4.3091,0.2727
31.0,24.0,0.0,3.0,2.0,25.0,0.8065,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,0.0,0.0,2.0,0.0,3.9779,0.3226
56.0,27.0,0.0,3.0,3.0,42.0,0.75,4.0,0.0714,0.0,0.0,0.0,1.0,0.0179,1.0,0.0,4.0,0.0,4.3453,0.1607
27.0,20.0,0.0,3.0,2.0,21.0,0.7778,0.0,0.0,0.0,0.0,0.0,1.0,0.037,0.0,0.0,2.0,0.0,3.9582,0.2222
24.0,17.0,0.0,2.0,2.0,18.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,0.0,0.0,2.0,0.0,3.7202,0.25
41.0,16.0,0.0,2.0,2.0,26.0,0.6341,7.0,0.1707,0.0,0.0,0.0,1.0,0.0244,0.0,0.0,4.0,0.0,4.3755,0.1707
115.0,7.0,0.0,2.0,0.0,81.0,0.7043,19.0,0.1652,1.0,1.0,0.0,7.0,0.0609,1.0,1.0,4.0,0.0,4.9025,0.1217
24.0,16.0,0.0,3.0,1.0,19.0,0.7917,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,1.0,0.0,2.0,0.0,3.7721,0.3333
57.0,27.0,0.0,3.0,0.0,49.0,0.8596,0.0,0.0,0.0,0.0,0.0,1.0,0.0175,0.0,0.0,6.0,1.0,4.1634,0.4035
29.0,22.0,0.0,3.0,1.0,24.0,0.8276,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,0.0,0.0,2.0,0.0,3.7975,0.4828
62.0,13.0,0.0,3.0,1.0,47.0,0.7581,5.0,0.0806,0.0,0.0,0.0,2.0,0.0323,0.0,0.0,6.0,0.0,4.4638,0.1935
74.0,17.0,0.0,3.0,1.0,56.0,0.7568,7.0,0.0946,0.0,0.0,0.0,5.0,0.0676,0.0,0.0,4.0,0.0,4.356,0.1892
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.8101,0.4074
30.0,22.0,0.0,2.0,3.0,23.0,0.7667,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,1.0,0.0,2.0,0.0,3.8981,0.2667
24.0,16.0,0.0,3.0,1.0,19.0,0.7917,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,1.0,0.0,2.0,0.0,3.7721,0.3333
28.0,20.0,0.0,3.0,2.0,22.0,0.7857,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,3.9138,0.2857
127.0,12.0,0.0,2.0,0.0,87.0,0.685,22.0,0.1732,0.0,0.0,0.0,1.0,0.0079,0.0,0.0,8.0,0.0,4.8093,0.0787
46.0,30.0,0.0,3.0,1.0,38.0,0.8261,1.0,0.0217,0.0,0.0,0.0,1.0,0.0217,1.0,0.0,4.0,0.0,4.1536,0.2826
37.0,14.0,0.0,2.0,0.0,30.0,0.8108,0.0,0.0,0.0,0.0,0.0,2.0,0.0541,0.0,0.0,4.0,1.0,3.7931,0.2973
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.6899,0.4074
44.0,11.0,0.0,2.0,1.0,34.0,0.7727,0.0,0.0,1.0,1.0,0.0,1.0,0.0227,0.0,0.0,4.0,1.0,4.2544,0.1364
61.0,15.0,0.0,3.0,1.0,50.0,0.8197,0.0,0.0,0.0,0.0,0.0,6.0,0.0984,0.0,0.0,3.0,0.0,4.5174,0.1148
66.0,12.0,0.0,2.0,0.0,52.0,0.7879,1.0,0.0152,1.0,1.0,0.0,3.0,0.0455,1.0,0.0,6.0,0.0,4.5062,0.197
42.0,34.0,0.0,2.0,3.0,35.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0238,1.0,0.0,2.0,0.0,4.1752,0.4524
97.0,24.0,0.0,3.0,1.0,77.0,0.7938,5.0,0.0515,0.0,0.0,0.0,8.0,0.0825,1.0,0.0,5.0,1.0,4.6285,0.1443
109.0,22.0,0.0,2.0,2.0,90.0,0.8257,0.0,0.0,1.0,1.0,1.0,4.0,0.0367,0.0,0.0,7.0,0.0,4.3789,0.1193
26.0,18.0,0.0,3.0,1.0,21.0,0.8077,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,2.0,0.0,3.998,0.3846
78.0,10.0,0.0,2.0,1.0,64.0,0.8205,0.0,0.0,0.0,0.0,0.0,4.0,0.0513,0.0,0.0,5.0,1.0,4.2806,0.1154
38.0,9.0,0.0,2.0,0.0,29.0,0.7632,0.0,0.0,0.0,0.0,0.0,2.0,0.0526,0.0,0.0,6.0,0.0,4.0735,0.1842
23.0,16.0,0.0,3.0,1.0,16.0,0.6957,2.0,0.087,0.0,0.0,0.0,1.0,0.0435,0.0,0.0,2.0,0.0,3.7623,0.2609
32.0,23.0,0.0,2.0,1.0,26.0,0.8125,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,1.0,0.0,3.0,0.0,4.007,0.3125
29.0,5.0,0.0,2.0,0.0,20.0,0.6897,4.0,0.1379,0.0,0.0,0.0,1.0,0.0345,0.0,0.0,3.0,0.0,4.0902,0.4138
127.0,23.0,0.0,3.0,1.0,67.0,0.5276,47.0,0.3701,0.0,0.0,0.0,2.0,0.0157,0.0,0.0,9.0,1.0,4.7909,0.1181
22.0,14.0,0.0,3.0,1.0,17.0,0.7727,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,1.0,0.0,2.0,0.0,3.7544,0.2727
34.0,26.0,0.0,2.0,2.0,28.0,0.8235,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,1.0,0.0,2.0,0.0,3.7497,0.4412
52.0,17.0,0.0,3.0,0.0,38.0,0.7308,4.0,0.0769,0.0,0.0,0.0,4.0,0.0769,0.0,0.0,5.0,0.0,4.2728,0.25
55.0,16.0,0.0,3.0,1.0,46.0,0.8364,0.0,0.0,0.0,0.0,0.0,3.0,0.0545,1.0,0.0,4.0,0.0,4.1859,0.2182
28.0,20.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,4.1106,0.4286
34.0,27.0,0.0,2.0,2.0,28.0,0.8235,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,0.0,0.0,2.0,0.0,3.8954,0.4118
58.0,18.0,0.0,3.0,0.0,47.0,0.8103,2.0,0.0345,0.0,0.0,0.0,1.0,0.0172,0.0,0.0,6.0,0.0,4.3468,0.2069
26.0,18.0,0.0,3.0,1.0,21.0,0.8077,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,2.0,0.0,3.8731,0.3846
36.0,28.0,0.0,3.0,1.0,30.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0278,0.0,0.0,3.0,0.0,4.1206,0.5556
49.0,28.0,0.0,2.0,1.0,39.0,0.7959,0.0,0.0,0.0,0.0,0.0,2.0,0.0408,0.0,0.0,6.0,0.0,4.1071,0.2449
33.0,22.0,0.0,3.0,0.0,27.0,0.8182,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,0.0,0.0,4.0,0.0,4.1273,0.5455
23.0,15.0,0.0,2.0,2.0,17.0,0.7391,0.0,0.0,0.0,0.0,0.0,1.0,0.0435,1.0,0.0,2.0,0.0,3.6425,0.2174
67.0,24.0,0.0,3.0,1.0,55.0,0.8209,0.0,0.0,0.0,0.0,0.0,6.0,0.0896,1.0,0.0,4.0,0.0,4.2704,0.2388
51.0,19.0,0.0,3.0,0.0,43.0,0.8431,0.0,0.0,0.0,0.0,0.0,1.0,0.0196,0.0,0.0,5.0,1.0,4.0303,0.2941
40.0,17.0,0.0,3.0,1.0,30.0,0.75,1.0,0.025,0.0,0.0,0.0,2.0,0.05,1.0,0.0,4.0,0.0,4.0842,0.175
35.0,27.0,0.0,3.0,2.0,29.0,0.8286,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,1.0,0.0,2.0,0.0,4.2074,0.2857
53.0,21.0,0.0,3.0,0.0,44.0,0.8302,1.0,0.0189,0.0,0.0,0.0,1.0,0.0189,0.0,0.0,5.0,0.0,4.3811,0.3208
23.0,16.0,0.0,3.0,1.0,15.0,0.6522,3.0,0.1304,0.0,0.0,0.0,1.0,0.0435,0.0,0.0,2.0,0.0,3.6753,0.1739
61.0,17.0,0.0,3.0,0.0,52.0,0.8525,0.0,0.0,0.0,0.0,0.0,3.0,0.0492,0.0,0.0,5.0,0.0,4.3036,0.2131
51.0,42.0,0.0,3.0,2.0,35.0,0.6863,7.0,0.1373,0.0,0.0,0.0,3.0,0.0588,1.0,0.0,3.0,0.0,4.6649,0.1373
59.0,27.0,0.0,3.0,1.0,49.0,0.8305,0.0,0.0,0.0,0.0,0.0,2.0,0.0339,0.0,0.0,5.0,0.0,4.0945,0.322
25.0,17.0,0.0,3.0,1.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,2.0,0.0,3.8937,0.36
29.0,21.0,0.0,3.0,1.0,24.0,0.8276,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,2.0,0.0,3.9354,0.4483
32.0,24.0,0.0,3.0,1.0,27.0,0.8438,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,1.0,0.0,2.0,0.0,3.7386,0.5
30.0,22.0,0.0,3.0,1.0,25.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,1.0,0.0,2.0,0.0,3.8029,0.4667
62.0,15.0,0.0,3.0,0.0,53.0,0.8548,0.0,0.0,0.0,0.0,0.0,1.0,0.0161,0.0,0.0,6.0,0.0,4.0882,0.1774
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,4.1069,0.4839
32.0,23.0,0.0,4.0,1.0,19.0,0.5938,6.0,0.1875,0.0,0.0,0.0,2.0,0.0625,1.0,0.0,3.0,0.0,4.2417,0.1875
25.0,17.0,0.0,3.0,1.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,2.0,0.0,4.0235,0.36
45.0,14.0,0.0,3.0,1.0,31.0,0.6889,5.0,0.1111,0.0,0.0,0.0,2.0,0.0444,0.0,0.0,5.0,1.0,4.1868,0.1778
30.0,22.0,0.0,3.0,1.0,25.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,1.0,0.0,2.0,0.0,3.9396,0.4667
97.0,27.0,0.0,3.0,0.0,78.0,0.8041,5.0,0.0515,1.0,1.0,0.0,2.0,0.0206,0.0,1.0,7.0,0.0,4.809,0.2371
50.0,41.0,0.0,3.0,2.0,40.0,0.8,3.0,0.06,0.0,0.0,0.0,1.0,0.02,1.0,0.0,3.0,0.0,4.384,0.36
21.0,6.0,0.0,2.0,0.0,14.0,0.6667,2.0,0.0952,0.0,0.0,0.0,1.0,0.0476,1.0,0.0,3.0,0.0,3.8802,0.2381
59.0,38.0,0.0,3.0,1.0,49.0,0.8305,4.0,0.0678,0.0,0.0,0.0,1.0,0.0169,1.0,0.0,3.0,0.0,4.2726,0.2542
24.0,16.0,0.0,3.0,1.0,19.0,0.7917,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,1.0,0.0,2.0,0.0,3.7721,0.3333
34.0,27.0,0.0,3.0,1.0,29.0,0.8529,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,0.0,0.0,2.0,0.0,4.1385,0.5588
28.0,20.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,3.9408,0.4286
22.0,15.0,0.0,4.0,1.0,17.0,0.7727,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,0.0,0.0,2.0,0.0,3.2999,0.2727
86.0,23.0,0.0,3.0,1.0,75.0,0.8721,2.0,0.0233,1.0,1.0,0.0,1.0,0.0116,1.0,0.0,3.0,0.0,4.6784,0.1977
49.0,25.0,0.0,3.0,1.0,41.0,0.8367,0.0,0.0,0.0,0.0,0.0,2.0,0.0408,1.0,0.0,4.0,0.0,4.364,0.3469
98.0,14.0,0.0,3.0,0.0,82.0,0.8367,0.0,0.0,0.0,0.0,0.0,1.0,0.0102,0.0,0.0,10.0,0.0,4.2892,0.1429
58.0,20.0,0.0,2.0,1.0,47.0,0.8103,0.0,0.0,0.0,0.0,0.0,1.0,0.0172,0.0,0.0,7.0,0.0,4.1737,0.2241
35.0,21.0,0.0,3.0,0.0,29.0,0.8286,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,0.0,0.0,4.0,0.0,3.8046,0.4857
34.0,13.0,0.0,4.0,0.0,29.0,0.8529,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,1.0,0.0,3.0,0.0,4.0209,0.3529
52.0,15.0,0.0,2.0,1.0,42.0,0.8077,0.0,0.0,0.0,0.0,0.0,1.0,0.0192,0.0,0.0,5.0,1.0,4.1813,0.2308
17.0,9.0,0.0,2.0,1.0,12.0,0.7059,0.0,0.0,0.0,0.0,0.0,1.0,0.0588,1.0,0.0,2.0,0.0,3.4548,0.2941
29.0,21.0,0.0,3.0,1.0,24.0,0.8276,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,2.0,0.0,4.0473,0.4483
34.0,26.0,0.0,3.0,1.0,29.0,0.8529,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,1.0,0.0,2.0,0.0,4.0209,0.5294
79.0,18.0,0.0,3.0,1.0,67.0,0.8481,0.0,0.0,0.0,0.0,0.0,5.0,0.0633,0.0,0.0,5.0,0.0,4.3447,0.1519
37.0,29.0,0.0,3.0,1.0,32.0,0.8649,0.0,0.0,0.0,0.0,0.0,1.0,0.027,1.0,0.0,2.0,0.0,4.0131,0.5676
31.0,13.0,0.0,3.0,0.0,25.0,0.8065,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,0.0,0.0,4.0,0.0,3.9536,0.2903
85.0,22.0,0.0,3.0,1.0,73.0,0.8588,0.0,0.0,0.0,0.0,0.0,5.0,0.0588,1.0,0.0,5.0,0.0,4.0859,0.1647
34.0,26.0,0.0,3.0,1.0,29.0,0.8529,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,1.0,0.0,2.0,0.0,3.9476,0.5294
66.0,25.0,0.0,2.0,2.0,36.0,0.5455,21.0,0.3182,0.0,0.0,0.0,2.0,0.0303,0.0,0.0,4.0,0.0,4.7566,0.1515
39.0,17.0,0.0,3.0,1.0,27.0,0.6923,4.0,0.1026,0.0,0.0,0.0,2.0,0.0513,1.0,0.0,4.0,0.0,4.3749,0.2308
19.0,11.0,0.0,2.0,1.0,14.0,0.7368,0.0,0.0,0.0,0.0,0.0,1.0,0.0526,1.0,0.0,2.0,0.0,3.5766,0.2632
34.0,13.0,0.0,2.0,0.0,22.0,0.6471,5.0,0.1471,0.0,0.0,0.0,1.0,0.0294,0.0,0.0,4.0,1.0,3.9957,0.2059
77.0,16.0,0.0,3.0,0.0,63.0,0.8182,0.0,0.0,1.0,1.0,0.0,3.0,0.039,0.0,0.0,6.0,0.0,4.423,0.1039
67.0,21.0,0.0,2.0,1.0,49.0,0.7313,8.0,0.1194,0.0,0.0,0.0,1.0,0.0149,1.0,0.0,6.0,0.0,4.3838,0.1493
51.0,19.0,0.0,2.0,1.0,40.0,0.7843,3.0,0.0588,0.0,0.0,0.0,1.0,0.0196,1.0,0.0,5.0,0.0,4.4296,0.1765
27.0,19.0,0.0,4.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.7784,0.3704
26.0,18.0,0.0,3.0,1.0,21.0,0.8077,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,2.0,0.0,3.8441,0.3846
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,4.0424,0.4839
45.0,16.0,0.0,3.0,1.0,35.0,0.7778,1.0,0.0222,0.0,0.0,0.0,2.0,0.0444,0.0,0.0,4.0,0.0,4.0665,0.1778
255.0,17.0,0.0,3.0,0.0,221.0,0.8667,21.0,0.0824,2.0,1.0,1.0,2.0,0.0078,0.0,0.0,5.0,0.0,5.8072,0.098
67.0,21.0,0.0,3.0,0.0,52.0,0.7761,4.0,0.0597,1.0,1.0,0.0,3.0,0.0448,0.0,1.0,4.0,0.0,4.4333,0.2537
25.0,17.0,0.0,3.0,1.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,2.0,0.0,3.7337,0.36
79.0,14.0,0.0,3.0,0.0,59.0,0.7468,7.0,0.0886,0.0,0.0,0.0,6.0,0.0759,0.0,0.0,6.0,0.0,4.4001,0.1392
74.0,15.0,0.0,3.0,0.0,56.0,0.7568,3.0,0.0405,0.0,0.0,0.0,4.0,0.0541,0.0,0.0,8.0,0.0,4.2556,0.0946
27.0,14.0,0.0,3.0,0.0,21.0,0.7778,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,4.0,0.0,3.6619,0.3704
57.0,20.0,0.0,3.0,0.0,40.0,0.7018,8.0,0.1404,0.0,0.0,0.0,2.0,0.0351,1.0,0.0,6.0,0.0,4.332,0.2807
37.0,28.0,0.0,3.0,1.0,26.0,0.7027,3.0,0.0811,0.0,0.0,0.0,3.0,0.0811,1.0,0.0,3.0,0.0,4.1957,0.1622
40.0,20.0,0.0,3.0,0.0,33.0,0.825,0.0,0.0,0.0,0.0,0.0,1.0,0.025,0.0,0.0,5.0,0.0,3.9562,0.4
30.0,22.0,0.0,3.0,1.0,24.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,0.0,0.0,3.0,0.0,4.0062,0.4667
48.0,24.0,0.0,3.0,1.0,40.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0208,0.0,0.0,5.0,1.0,3.8946,0.2708
45.0,16.0,0.0,2.0,2.0,26.0,0.5778,11.0,0.2444,0.0,0.0,0.0,1.0,0.0222,0.0,0.0,4.0,0.0,4.2946,0.2444
80.0,16.0,0.0,3.0,1.0,65.0,0.8125,3.0,0.0375,0.0,0.0,0.0,4.0,0.05,0.0,0.0,5.0,0.0,4.4384,0.15
36.0,21.0,0.0,3.0,1.0,29.0,0.8056,0.0,0.0,0.0,0.0,0.0,1.0,0.0278,0.0,0.0,4.0,0.0,3.9376,0.3611
34.0,13.0,0.0,3.0,0.0,26.0,0.7647,1.0,0.0294,0.0,0.0,0.0,1.0,0.0294,0.0,0.0,5.0,0.0,4.0545,0.2647
37.0,28.0,0.0,3.0,1.0,24.0,0.6486,6.0,0.1622,0.0,0.0,0.0,2.0,0.0541,1.0,0.0,3.0,0.0,4.2834,0.2703
20.0,12.0,0.0,3.0,1.0,15.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,2.0,0.0,3.4842,0.25
40.0,15.0,0.0,3.0,0.0,34.0,0.85,0.0,0.0,0.0,0.0,0.0,1.0,0.025,0.0,0.0,3.0,1.0,4.0562,0.3
